IdSensore,Tipologia,Unità DiMisura,IdStazione,NomeStazione,Quota,Provincia,NomeComune,Indirizzo,CGB_Nord,CGB_Est,lng,lat,location
2001,Temperatura,°C,100,Milano - Lambrate,120,MI,Milano,parco Lambro - acquedotto,5038191,1520147,9.25751572,45.49678183,"(45.49678183, 9.25751572)"
2002,Umidità Relativa,%,100,Milano - Lambrate,120,MI,Milano,parco Lambro - acquedotto,5038191,1520147,9.25751572,45.49678183,"(45.49678183, 9.25751572)"
2006,Precipitazione,mm,100,Milano - Lambrate,120,MI,Milano,parco Lambro - acquedotto,5038191,1520147,9.25751572,45.49678183,"(45.49678183, 9.25751572)"
2008,Radiazione Globale,W/mq,100,Milano - Lambrate,120,MI,Milano,parco Lambro - acquedotto,5038191,1520147,9.25751572,45.49678183,"(45.49678183, 9.25751572)"
2039,Temperatura,°C,102,S.Colombano al Lambro (ersaf) *,80,MI,San Colombano al Lambro,via Serafina - c/o Vigneto Sperimentale Moretto,5003859,1538227,9.48625681,45.18700408,"(45.18700408, 9.48625681)"
2040,Umidità Relativa,%,102,S.Colombano al Lambro (ersaf) *,80,MI,San Colombano al Lambro,via Serafina - c/o Vigneto Sperimentale Moretto,5003859,1538227,9.48625681,45.18700408,"(45.18700408, 9.48625681)"
2044,Radiazione Globale,W/mq,102,S.Colombano al Lambro (ersaf) *,80,MI,San Colombano al Lambro,via Serafina - c/o Vigneto Sperimentale Moretto,5003859,1538227,9.48625681,45.18700408,"(45.18700408, 9.48625681)"
2046,Precipitazione,mm,102,S.Colombano al Lambro (ersaf) *,80,MI,San Colombano al Lambro,via Serafina - c/o Vigneto Sperimentale Moretto,5003859,1538227,9.48625681,45.18700408,"(45.18700408, 9.48625681)"
2082,Temperatura,°C,106,Varzi (ersaf),500,PV,Varzi,Nivione,4963427,1515446,9.19503519,44.82391153,"(44.82391153, 9.19503519)"
2083,Umidità Relativa,%,106,Varzi (ersaf),500,PV,Varzi,Nivione,4963427,1515446,9.19503519,44.82391153,"(44.82391153, 9.19503519)"
2084,Radiazione Globale,W/mq,106,Varzi (ersaf),500,PV,Varzi,Nivione,4963427,1515446,9.19503519,44.82391153,"(44.82391153, 9.19503519)"
2089,Precipitazione,mm,106,Varzi (ersaf),500,PV,Varzi,Nivione,4963427,1515446,9.19503519,44.82391153,"(44.82391153, 9.19503519)"
2096,Temperatura,°C,107,Sondrio (ersaf),307,SO,Sondrio,via Valeriana 32 - c/o Ist. Fondazione Fojanini,5112818,1565532,9.84850281,46.16559603,"(46.16559603, 9.84850281)"
2097,Umidità Relativa,%,107,Sondrio (ersaf),307,SO,Sondrio,via Valeriana 32 - c/o Ist. Fondazione Fojanini,5112818,1565532,9.84850281,46.16559603,"(46.16559603, 9.84850281)"
2098,Radiazione Globale,W/mq,107,Sondrio (ersaf),307,SO,Sondrio,via Valeriana 32 - c/o Ist. Fondazione Fojanini,5112818,1565532,9.84850281,46.16559603,"(46.16559603, 9.84850281)"
2103,Precipitazione,mm,107,Sondrio (ersaf),307,SO,Sondrio,via Valeriana 32 - c/o Ist. Fondazione Fojanini,5112818,1565532,9.84850281,46.16559603,"(46.16559603, 9.84850281)"
2110,Temperatura,°C,108,Samolaco (ersaf),206,SO,Samolaco,via Vignola,5120391,1532923,9.42666611,46.236112,"(46.236112, 9.42666611)"
2111,Umidità Relativa,%,108,Samolaco (ersaf),206,SO,Samolaco,via Vignola,5120391,1532923,9.42666611,46.236112,"(46.236112, 9.42666611)"
2112,Radiazione Globale,W/mq,108,Samolaco (ersaf),206,SO,Samolaco,via Vignola,5120391,1532923,9.42666611,46.236112,"(46.236112, 9.42666611)"
2116,Precipitazione,mm,108,Samolaco (ersaf),206,SO,Samolaco,via Vignola,5120391,1532923,9.42666611,46.236112,"(46.236112, 9.42666611)"
2122,Temperatura,°C,109,S.Angelo Lodigiano,60,LO,Sant'Angelo Lodigiano,via Mulino 3 - c/o Ist. cerealicoltura,5011998,1529815,9.3796695,45.26067169,"(45.26067169, 9.3796695)"
2123,Umidità Relativa,%,109,S.Angelo Lodigiano,60,LO,Sant'Angelo Lodigiano,via Mulino 3 - c/o Ist. cerealicoltura,5011998,1529815,9.3796695,45.26067169,"(45.26067169, 9.3796695)"
2124,Radiazione Globale,W/mq,109,S.Angelo Lodigiano,60,LO,Sant'Angelo Lodigiano,via Mulino 3 - c/o Ist. cerealicoltura,5011998,1529815,9.3796695,45.26067169,"(45.26067169, 9.3796695)"
2129,Precipitazione,mm,109,S.Angelo Lodigiano,60,LO,Sant'Angelo Lodigiano,via Mulino 3 - c/o Ist. cerealicoltura,5011998,1529815,9.3796695,45.26067169,"(45.26067169, 9.3796695)"
2134,Temperatura,°C,110,Palidano di Gonzaga,22,MN,Gonzaga,strada Begozzo 9 - c/o ITA Strozzi,4980543,1639424,10.767532,44.96447231,"(44.96447231, 10.767532)"
2135,Umidità Relativa,%,110,Palidano di Gonzaga,22,MN,Gonzaga,strada Begozzo 9 - c/o ITA Strozzi,4980543,1639424,10.767532,44.96447231,"(44.96447231, 10.767532)"
2136,Radiazione Globale,W/mq,110,Palidano di Gonzaga,22,MN,Gonzaga,strada Begozzo 9 - c/o ITA Strozzi,4980543,1639424,10.767532,44.96447231,"(44.96447231, 10.767532)"
2140,Precipitazione,mm,110,Palidano di Gonzaga,22,MN,Gonzaga,strada Begozzo 9 - c/o ITA Strozzi,4980543,1639424,10.767532,44.96447231,"(44.96447231, 10.767532)"
2146,Temperatura,°C,111,Moggio,"1,234",LC,Cassina Valsassina,SP 64 km10+900,5084533,1538610,9.49750669,45.91309714,"(45.91309714, 9.49750669)"
2147,Umidità Relativa,%,111,Moggio,"1,234",LC,Cassina Valsassina,SP 64 km10+900,5084533,1538610,9.49750669,45.91309714,"(45.91309714, 9.49750669)"
2148,Radiazione Globale,W/mq,111,Moggio,"1,234",LC,Cassina Valsassina,SP 64 km10+900,5084533,1538610,9.49750669,45.91309714,"(45.91309714, 9.49750669)"
2152,Precipitazione,mm,111,Moggio,"1,234",LC,Cassina Valsassina,SP 64 km10+900,5084533,1538610,9.49750669,45.91309714,"(45.91309714, 9.49750669)"
2187,Temperatura,°C,114,Landriano (ersaf) *,88,PV,Landriano,c/o Cascina Marianna,5018638,1520741,9.26429397,45.32076661,"(45.32076661, 9.26429397)"
2188,Umidità Relativa,%,114,Landriano (ersaf) *,88,PV,Landriano,c/o Cascina Marianna,5018638,1520741,9.26429397,45.32076661,"(45.32076661, 9.26429397)"
2190,Radiazione Globale,W/mq,114,Landriano (ersaf) *,88,PV,Landriano,c/o Cascina Marianna,5018638,1520741,9.26429397,45.32076661,"(45.32076661, 9.26429397)"
2195,Precipitazione,mm,114,Landriano (ersaf) *,88,PV,Landriano,c/o Cascina Marianna,5018638,1520741,9.26429397,45.32076661,"(45.32076661, 9.26429397)"
2245,Temperatura,°C,117,Edolo - via Morino 5,699,BS,Edolo,"c/o Ist. ""Meneghini""",5114458,1602948,10.33340097,46.17572567,"(46.17572567, 10.33340097)"
2246,Umidità Relativa,%,117,Edolo - via Morino 5,699,BS,Edolo,"c/o Ist. ""Meneghini""",5114458,1602948,10.33340097,46.17572567,"(46.17572567, 10.33340097)"
2251,Precipitazione,mm,117,Edolo - via Morino 5,699,BS,Edolo,"c/o Ist. ""Meneghini""",5114458,1602948,10.33340097,46.17572567,"(46.17572567, 10.33340097)"
2270,Temperatura,°C,119,Cornalita,700,BG,San Giovanni Bianco,c\o agriturismo EDEN,5081200,1550237,9.64706978,45.88234925,"(45.88234925, 9.64706978)"
2271,Umidità Relativa,%,119,Cornalita,700,BG,San Giovanni Bianco,c\o agriturismo EDEN,5081200,1550237,9.64706978,45.88234925,"(45.88234925, 9.64706978)"
2275,Radiazione Globale,W/mq,119,Cornalita,700,BG,San Giovanni Bianco,c\o agriturismo EDEN,5081200,1550237,9.64706978,45.88234925,"(45.88234925, 9.64706978)"
2278,Precipitazione,mm,119,Cornalita,700,BG,San Giovanni Bianco,c\o agriturismo EDEN,5081200,1550237,9.64706978,45.88234925,"(45.88234925, 9.64706978)"
2327,Temperatura,°C,123,Cavenago d` Adda,67,LO,Cavenago d'Adda,Caviaga - cascina Casoni,5013099,1544093,9.56174517,45.26983092,"(45.26983092, 9.56174517)"
2328,Umidità Relativa,%,123,Cavenago d` Adda,67,LO,Cavenago d'Adda,Caviaga - cascina Casoni,5013099,1544093,9.56174517,45.26983092,"(45.26983092, 9.56174517)"
2333,Radiazione Globale,W/mq,123,Cavenago d` Adda,67,LO,Cavenago d'Adda,Caviaga - cascina Casoni,5013099,1544093,9.56174517,45.26983092,"(45.26983092, 9.56174517)"
2336,Precipitazione,mm,123,Cavenago d` Adda,67,LO,Cavenago d'Adda,Caviaga - cascina Casoni,5013099,1544093,9.56174517,45.26983092,"(45.26983092, 9.56174517)"
2361,Temperatura,°C,125,Castello d` Agogna (ersaf) *,106,PV,Castello d'Agogna,SP 26 - c/o Ente Risi,5008922,1475121,8.68270731,45.23317633,"(45.23317633, 8.68270731)"
2362,Umidità Relativa,%,125,Castello d` Agogna (ersaf) *,106,PV,Castello d'Agogna,SP 26 - c/o Ente Risi,5008922,1475121,8.68270731,45.23317633,"(45.23317633, 8.68270731)"
2364,Radiazione Globale,W/mq,125,Castello d` Agogna (ersaf) *,106,PV,Castello d'Agogna,SP 26 - c/o Ente Risi,5008922,1475121,8.68270731,45.23317633,"(45.23317633, 8.68270731)"
2368,Precipitazione,mm,125,Castello d` Agogna (ersaf) *,106,PV,Castello d'Agogna,SP 26 - c/o Ente Risi,5008922,1475121,8.68270731,45.23317633,"(45.23317633, 8.68270731)"
2373,Temperatura,°C,126,Casatenovo prato,360,LC,Casatenovo,via Monteregio 13,5061000,1524093,9.30914683,45.70195425,"(45.70195425, 9.30914683)"
2374,Umidità Relativa,%,126,Casatenovo prato,360,LC,Casatenovo,via Monteregio 13,5061000,1524093,9.30914683,45.70195425,"(45.70195425, 9.30914683)"
2377,Precipitazione,mm,126,Casatenovo prato,360,LC,Casatenovo,via Monteregio 13,5061000,1524093,9.30914683,45.70195425,"(45.70195425, 9.30914683)"
2384,Radiazione Globale,W/mq,127,Casatenovo tetto,360,LC,Casatenovo,via Monteregio 13,5061000,1524093,9.30914683,45.70195425,"(45.70195425, 9.30914683)"
2385,Precipitazione,mm,127,Casatenovo tetto,360,LC,Casatenovo,via Monteregio 13,5061000,1524093,9.30914683,45.70195425,"(45.70195425, 9.30914683)"
2400,Temperatura,°C,129,Capo di ponte,362,BS,Capo di Ponte,via Briscioli 42,5097897,1603931,10.34250956,46.02656822,"(46.02656822, 10.34250956)"
2401,Umidità Relativa,%,129,Capo di ponte,362,BS,Capo di Ponte,via Briscioli 42,5097897,1603931,10.34250956,46.02656822,"(46.02656822, 10.34250956)"
2404,Radiazione Globale,W/mq,129,Capo di ponte,362,BS,Capo di Ponte,via Briscioli 42,5097897,1603931,10.34250956,46.02656822,"(46.02656822, 10.34250956)"
2408,Precipitazione,mm,129,Capo di ponte,362,BS,Capo di Ponte,via Briscioli 42,5097897,1603931,10.34250956,46.02656822,"(46.02656822, 10.34250956)"
2414,Temperatura,°C,130,Brescia - ITAS pastori (ersaf) *,149,BS,Brescia,viale della Bornata 110,5042196,1598530,10.26138297,45.52615236,"(45.52615236, 10.26138297)"
8007,Temperatura,°C,856,Fortunago *,501,PV,Fortunago,POLINAGO,4973268,1515419,9.19499417,44.91250111,"(44.91250111, 9.19499417)"
2415,Umidità Relativa,%,130,Brescia - ITAS pastori (ersaf) *,149,BS,Brescia,viale della Bornata 110,5042196,1598530,10.26138297,45.52615236,"(45.52615236, 10.26138297)"
2417,Precipitazione,mm,130,Brescia - ITAS pastori (ersaf) *,149,BS,Brescia,viale della Bornata 110,5042196,1598530,10.26138297,45.52615236,"(45.52615236, 10.26138297)"
2433,Temperatura,°C,132,Bergamo - Stezzano,211,BG,Bergamo,via Stezzano 24,5056562,1551349,9.65877947,45.66052617,"(45.66052617, 9.65877947)"
2434,Umidità Relativa,%,132,Bergamo - Stezzano,211,BG,Bergamo,via Stezzano 24,5056562,1551349,9.65877947,45.66052617,"(45.66052617, 9.65877947)"
2435,Radiazione Globale,W/mq,132,Bergamo - Stezzano,211,BG,Bergamo,via Stezzano 24,5056562,1551349,9.65877947,45.66052617,"(45.66052617, 9.65877947)"
2441,Precipitazione,mm,132,Bergamo - Stezzano,211,BG,Bergamo,via Stezzano 24,5056562,1551349,9.65877947,45.66052617,"(45.66052617, 9.65877947)"
2447,Temperatura,°C,133,Bema,800,SO,Bema,pressi  ripetitori RAI,5105988,1544010,9.569112,46.1058615,"(46.1058615, 9.569112)"
2448,Umidità Relativa,%,133,Bema,800,SO,Bema,pressi  ripetitori RAI,5105988,1544010,9.569112,46.1058615,"(46.1058615, 9.569112)"
2449,Radiazione Globale,W/mq,133,Bema,800,SO,Bema,pressi  ripetitori RAI,5105988,1544010,9.569112,46.1058615,"(46.1058615, 9.569112)"
2452,Precipitazione,mm,133,Bema,800,SO,Bema,pressi  ripetitori RAI,5105988,1544010,9.569112,46.1058615,"(46.1058615, 9.569112)"
2459,Temperatura,°C,134,Bargnano,93,BS,Corzano,via Silvio Pellico,5031679,1581299,10.03903128,45.43372814,"(45.43372814, 10.03903128)"
2460,Umidità Relativa,%,134,Bargnano,93,BS,Corzano,via Silvio Pellico,5031679,1581299,10.03903128,45.43372814,"(45.43372814, 10.03903128)"
2461,Radiazione Globale,W/mq,134,Bargnano,93,BS,Corzano,via Silvio Pellico,5031679,1581299,10.03903128,45.43372814,"(45.43372814, 10.03903128)"
2465,Precipitazione,mm,134,Bargnano,93,BS,Corzano,via Silvio Pellico,5031679,1581299,10.03903128,45.43372814,"(45.43372814, 10.03903128)"
2485,Temperatura,°C,136,Persico Dosimo,44,CR,Persico Dosimo,SP40 km14 - c/o ist. Agrario Stanga,5001693,1583242,10.05882758,45.16363125,"(45.16363125, 10.05882758)"
2486,Umidità Relativa,%,136,Persico Dosimo,44,CR,Persico Dosimo,SP40 km14 - c/o ist. Agrario Stanga,5001693,1583242,10.05882758,45.16363125,"(45.16363125, 10.05882758)"
2488,Radiazione Globale,W/mq,136,Persico Dosimo,44,CR,Persico Dosimo,SP40 km14 - c/o ist. Agrario Stanga,5001693,1583242,10.05882758,45.16363125,"(45.16363125, 10.05882758)"
2492,Precipitazione,mm,136,Persico Dosimo,44,CR,Persico Dosimo,SP40 km14 - c/o ist. Agrario Stanga,5001693,1583242,10.05882758,45.16363125,"(45.16363125, 10.05882758)"
2497,Temperatura,°C,137,Rivolta d` Adda (ersaf) *,102,CR,Rivolta d'Adda,c\o Ist. Spallanzani,5032437,1540748,9.52069894,45.44409211,"(45.44409211, 9.52069894)"
2498,Umidità Relativa,%,137,Rivolta d` Adda (ersaf) *,102,CR,Rivolta d'Adda,c\o Ist. Spallanzani,5032437,1540748,9.52069894,45.44409211,"(45.44409211, 9.52069894)"
2502,Precipitazione,mm,137,Rivolta d` Adda (ersaf) *,102,CR,Rivolta d'Adda,c\o Ist. Spallanzani,5032437,1540748,9.52069894,45.44409211,"(45.44409211, 9.52069894)"
2524,Temperatura,°C,139,Mantova Cerese,19,MN,Virgilio,via T.Nuvolari loc. Virgilio c/o campo sportivo,4997314,1641035,10.79265692,45.11504753,"(45.11504753, 10.79265692)"
2527,Umidità Relativa,%,139,Mantova Cerese,19,MN,Virgilio,via T.Nuvolari loc. Virgilio c/o campo sportivo,4997314,1641035,10.79265692,45.11504753,"(45.11504753, 10.79265692)"
2533,Radiazione Globale,W/mq,139,Mantova Cerese,19,MN,Virgilio,via T.Nuvolari loc. Virgilio c/o campo sportivo,4997314,1641035,10.79265692,45.11504753,"(45.11504753, 10.79265692)"
2535,Precipitazione,mm,139,Mantova Cerese,19,MN,Virgilio,via T.Nuvolari loc. Virgilio c/o campo sportivo,4997314,1641035,10.79265692,45.11504753,"(45.11504753, 10.79265692)"
2612,Umidità Relativa,%,212,Canzo - M. Prasanto,"1,233",CO,Canzo,via San Miro,5077245,1524728,9.31813681,45.84814356,"(45.84814356, 9.31813681)"
2613,Temperatura,°C,212,Canzo - M. Prasanto,"1,233",CO,Canzo,via San Miro,5077245,1524728,9.31813681,45.84814356,"(45.84814356, 9.31813681)"
2614,Precipitazione,mm,212,Canzo - M. Prasanto,"1,233",CO,Canzo,via San Miro,5077245,1524728,9.31813681,45.84814356,"(45.84814356, 9.31813681)"
2620,Temperatura,°C,214,Bigarello,15,MN,Bigarello,via Carpaneta 7,5005643,1648276,10.887137,45.18849864,"(45.18849864, 10.887137)"
2621,Umidità Relativa,%,214,Bigarello,15,MN,Bigarello,via Carpaneta 7,5005643,1648276,10.887137,45.18849864,"(45.18849864, 10.887137)"
2623,Radiazione Globale,W/mq,214,Bigarello,15,MN,Bigarello,via Carpaneta 7,5005643,1648276,10.887137,45.18849864,"(45.18849864, 10.887137)"
2626,Precipitazione,mm,214,Bigarello,15,MN,Bigarello,via Carpaneta 7,5005643,1648276,10.887137,45.18849864,"(45.18849864, 10.887137)"
4001,Temperatura,°C,140,Motta Visconti (shake Up),100,MI,Motta Visconti,via A. de Gasperi - c/o campo sportivo comunale,5014293,1499131,8.98857592,45.28196356,"(45.28196356, 8.98857592)"
4002,Umidità Relativa,%,140,Motta Visconti (shake Up),100,MI,Motta Visconti,via A. de Gasperi - c/o campo sportivo comunale,5014293,1499131,8.98857592,45.28196356,"(45.28196356, 8.98857592)"
4004,Radiazione Globale,W/mq,140,Motta Visconti (shake Up),100,MI,Motta Visconti,via A. de Gasperi - c/o campo sportivo comunale,5014293,1499131,8.98857592,45.28196356,"(45.28196356, 8.98857592)"
4007,Velocità Vento,m/s,140,Motta Visconti (shake Up),100,MI,Motta Visconti,via A. de Gasperi - c/o campo sportivo comunale,5014293,1499131,8.98857592,45.28196356,"(45.28196356, 8.98857592)"
4008,Precipitazione,mm,140,Motta Visconti (shake Up),100,MI,Motta Visconti,via A. de Gasperi - c/o campo sportivo comunale,5014293,1499131,8.98857592,45.28196356,"(45.28196356, 8.98857592)"
4009,Temperatura,°C,141,Vertemate,310,CO,Vertemate con Minoprio,viale Raimondi 54 - c/o Fond. Minoprio,5062852,1506680,9.08549392,45.71901203,"(45.71901203, 9.08549392)"
4010,Umidità Relativa,%,141,Vertemate,310,CO,Vertemate con Minoprio,viale Raimondi 54 - c/o Fond. Minoprio,5062852,1506680,9.08549392,45.71901203,"(45.71901203, 9.08549392)"
4012,Radiazione Globale,W/mq,141,Vertemate,310,CO,Vertemate con Minoprio,viale Raimondi 54 - c/o Fond. Minoprio,5062852,1506680,9.08549392,45.71901203,"(45.71901203, 9.08549392)"
4015,Velocità Vento,m/s,141,Vertemate,310,CO,Vertemate con Minoprio,viale Raimondi 54 - c/o Fond. Minoprio,5062852,1506680,9.08549392,45.71901203,"(45.71901203, 9.08549392)"
4016,Precipitazione,mm,141,Vertemate,310,CO,Vertemate con Minoprio,viale Raimondi 54 - c/o Fond. Minoprio,5062852,1506680,9.08549392,45.71901203,"(45.71901203, 9.08549392)"
4017,Temperatura,°C,142,Caiolo,274,SO,Caiolo,via Palù - c/o aeroporto di Caiolo,5111588,1561222,9.79252269,46.15492878,"(46.15492878, 9.79252269)"
4018,Umidità Relativa,%,142,Caiolo,274,SO,Caiolo,via Palù - c/o aeroporto di Caiolo,5111588,1561222,9.79252269,46.15492878,"(46.15492878, 9.79252269)"
4024,Velocità Vento,m/s,142,Caiolo,274,SO,Caiolo,via Palù - c/o aeroporto di Caiolo,5111588,1561222,9.79252269,46.15492878,"(46.15492878, 9.79252269)"
4025,Precipitazione,mm,142,Caiolo,274,SO,Caiolo,via Palù - c/o aeroporto di Caiolo,5111588,1561222,9.79252269,46.15492878,"(46.15492878, 9.79252269)"
4026,Temperatura,°C,143,Livigno - Passo Foscagno,"2,250",SO,Livigno,SS 301 km22+950 - c/o ripetitori RAI,5149715,1592690,10.20750306,46.49442656,"(46.49442656, 10.20750306)"
4027,Umidità Relativa,%,143,Livigno - Passo Foscagno,"2,250",SO,Livigno,SS 301 km22+950 - c/o ripetitori RAI,5149715,1592690,10.20750306,46.49442656,"(46.49442656, 10.20750306)"
4029,Radiazione Globale,W/mq,143,Livigno - Passo Foscagno,"2,250",SO,Livigno,SS 301 km22+950 - c/o ripetitori RAI,5149715,1592690,10.20750306,46.49442656,"(46.49442656, 10.20750306)"
4032,Velocità Vento,m/s,143,Livigno - Passo Foscagno,"2,250",SO,Livigno,SS 301 km22+950 - c/o ripetitori RAI,5149715,1592690,10.20750306,46.49442656,"(46.49442656, 10.20750306)"
4033,Precipitazione,mm,143,Livigno - Passo Foscagno,"2,250",SO,Livigno,SS 301 km22+950 - c/o ripetitori RAI,5149715,1592690,10.20750306,46.49442656,"(46.49442656, 10.20750306)"
4034,Temperatura,°C,144,Spluga,"1,915",SO,Madesimo,SS36 km143+500 - Stuetta c/o diga EDIPOWER,5146535,1526752,9.34812689,46.47166819,"(46.47166819, 9.34812689)"
4035,Umidità Relativa,%,144,Spluga,"1,915",SO,Madesimo,SS36 km143+500 - Stuetta c/o diga EDIPOWER,5146535,1526752,9.34812689,46.47166819,"(46.47166819, 9.34812689)"
4037,Radiazione Globale,W/mq,144,Spluga,"1,915",SO,Madesimo,SS36 km143+500 - Stuetta c/o diga EDIPOWER,5146535,1526752,9.34812689,46.47166819,"(46.47166819, 9.34812689)"
4040,Velocità Vento,m/s,144,Spluga,"1,915",SO,Madesimo,SS36 km143+500 - Stuetta c/o diga EDIPOWER,5146535,1526752,9.34812689,46.47166819,"(46.47166819, 9.34812689)"
4041,Precipitazione,mm,144,Spluga,"1,915",SO,Madesimo,SS36 km143+500 - Stuetta c/o diga EDIPOWER,5146535,1526752,9.34812689,46.47166819,"(46.47166819, 9.34812689)"
4042,Temperatura,°C,145,Darfo (shake up),222,BS,Darfo Boario Terme,via De Amicis 6 - c/o asilo nido,5080810,1591399,10.17736553,45.87460256,"(45.87460256, 10.17736553)"
4043,Umidità Relativa,%,145,Darfo (shake up),222,BS,Darfo Boario Terme,via De Amicis 6 - c/o asilo nido,5080810,1591399,10.17736553,45.87460256,"(45.87460256, 10.17736553)"
4045,Radiazione Globale,W/mq,145,Darfo (shake up),222,BS,Darfo Boario Terme,via De Amicis 6 - c/o asilo nido,5080810,1591399,10.17736553,45.87460256,"(45.87460256, 10.17736553)"
4048,Velocità Vento,m/s,145,Darfo (shake up),222,BS,Darfo Boario Terme,via De Amicis 6 - c/o asilo nido,5080810,1591399,10.17736553,45.87460256,"(45.87460256, 10.17736553)"
4049,Precipitazione,mm,145,Darfo (shake up),222,BS,Darfo Boario Terme,via De Amicis 6 - c/o asilo nido,5080810,1591399,10.17736553,45.87460256,"(45.87460256, 10.17736553)"
8008,Temperatura,°C,835,Oga S. Colombano,"2,295",SO,Valdisotto,FORTE DI OGA,5146182,1603177,10.34333681,46.46111472,"(46.46111472, 10.34333681)"
4050,Temperatura,°C,146,Passo S.Marco,"1,824",BG,Mezzoldo,SP8 km59+400 - c/o rifugio Passo S.Marco 2000,5098512,1548671,9.62865208,46.03826483,"(46.03826483, 9.62865208)"
4051,Umidità Relativa,%,146,Passo S.Marco,"1,824",BG,Mezzoldo,SP8 km59+400 - c/o rifugio Passo S.Marco 2000,5098512,1548671,9.62865208,46.03826483,"(46.03826483, 9.62865208)"
4053,Radiazione Globale,W/mq,146,Passo S.Marco,"1,824",BG,Mezzoldo,SP8 km59+400 - c/o rifugio Passo S.Marco 2000,5098512,1548671,9.62865208,46.03826483,"(46.03826483, 9.62865208)"
4056,Velocità Vento,m/s,146,Passo S.Marco,"1,824",BG,Mezzoldo,SP8 km59+400 - c/o rifugio Passo S.Marco 2000,5098512,1548671,9.62865208,46.03826483,"(46.03826483, 9.62865208)"
4057,Precipitazione,mm,146,Passo S.Marco,"1,824",BG,Mezzoldo,SP8 km59+400 - c/o rifugio Passo S.Marco 2000,5098512,1548671,9.62865208,46.03826483,"(46.03826483, 9.62865208)"
4058,Temperatura,°C,147,Milano - Parco Nord,142,MI,Cinisello Balsamo,Cinisello Balsamo nel parco nord,5043277,1516078,9.20560494,45.54266736,"(45.54266736, 9.20560494)"
4059,Umidità Relativa,%,147,Milano - Parco Nord,142,MI,Cinisello Balsamo,Cinisello Balsamo nel parco nord,5043277,1516078,9.20560494,45.54266736,"(45.54266736, 9.20560494)"
4060,Radiazione Globale,W/mq,147,Milano - Parco Nord,142,MI,Cinisello Balsamo,Cinisello Balsamo nel parco nord,5043277,1516078,9.20560494,45.54266736,"(45.54266736, 9.20560494)"
4064,Velocità Vento,m/s,147,Milano - Parco Nord,142,MI,Cinisello Balsamo,Cinisello Balsamo nel parco nord,5043277,1516078,9.20560494,45.54266736,"(45.54266736, 9.20560494)"
4065,Precipitazione,mm,147,Milano - Parco Nord,142,MI,Cinisello Balsamo,Cinisello Balsamo nel parco nord,5043277,1516078,9.20560494,45.54266736,"(45.54266736, 9.20560494)"
4066,Temperatura,°C,148,Arconate (shake Up),182,MI,Arconate,via De Gasperi ang. via Dell'Usignolo,5043918,1488109,8.84732669,45.54852147,"(45.54852147, 8.84732669)"
4067,Umidità Relativa,%,148,Arconate (shake Up),182,MI,Arconate,via De Gasperi ang. via Dell'Usignolo,5043918,1488109,8.84732669,45.54852147,"(45.54852147, 8.84732669)"
4069,Radiazione Globale,W/mq,148,Arconate (shake Up),182,MI,Arconate,via De Gasperi ang. via Dell'Usignolo,5043918,1488109,8.84732669,45.54852147,"(45.54852147, 8.84732669)"
4072,Velocità Vento,m/s,148,Arconate (shake Up),182,MI,Arconate,via De Gasperi ang. via Dell'Usignolo,5043918,1488109,8.84732669,45.54852147,"(45.54852147, 8.84732669)"
4082,Temperatura,°C,150,Pieve S. Giacomo,39,CR,Pieve San Giacomo,loc. Silvelletta,4997188,1594028,10.19519169,45.12173258,"(45.12173258, 10.19519169)"
4083,Umidità Relativa,%,150,Pieve S. Giacomo,39,CR,Pieve San Giacomo,loc. Silvelletta,4997188,1594028,10.19519169,45.12173258,"(45.12173258, 10.19519169)"
4085,Radiazione Globale,W/mq,150,Pieve S. Giacomo,39,CR,Pieve San Giacomo,loc. Silvelletta,4997188,1594028,10.19519169,45.12173258,"(45.12173258, 10.19519169)"
4088,Velocità Vento,m/s,150,Pieve S. Giacomo,39,CR,Pieve San Giacomo,loc. Silvelletta,4997188,1594028,10.19519169,45.12173258,"(45.12173258, 10.19519169)"
4089,Precipitazione,mm,150,Pieve S. Giacomo,39,CR,Pieve San Giacomo,loc. Silvelletta,4997188,1594028,10.19519169,45.12173258,"(45.12173258, 10.19519169)"
4112,Precipitazione,mm,148,Arconate (shake Up),182,MI,Arconate,via De Gasperi ang. via Dell'Usignolo,5043918,1488109,8.84732669,45.54852147,"(45.54852147, 8.84732669)"
5121,Temperatura,°C,166,Mantova - Lunetta 2 (meteo),25,MN,Mantova,campo sportivo Stefano Filippi,5002140,1643388,10.82394014,45.15799358,"(45.15799358, 10.82394014)"
5122,Umidità Relativa,%,166,Mantova - Lunetta 2 (meteo),25,MN,Mantova,campo sportivo Stefano Filippi,5002140,1643388,10.82394014,45.15799358,"(45.15799358, 10.82394014)"
5124,Radiazione Globale,W/mq,166,Mantova - Lunetta 2 (meteo),25,MN,Mantova,campo sportivo Stefano Filippi,5002140,1643388,10.82394014,45.15799358,"(45.15799358, 10.82394014)"
5127,Velocità Vento,m/s,166,Mantova - Lunetta 2 (meteo),25,MN,Mantova,campo sportivo Stefano Filippi,5002140,1643388,10.82394014,45.15799358,"(45.15799358, 10.82394014)"
5128,Precipitazione,mm,166,Mantova - Lunetta 2 (meteo),25,MN,Mantova,campo sportivo Stefano Filippi,5002140,1643388,10.82394014,45.15799358,"(45.15799358, 10.82394014)"
